c file generated by rmnkGenerator.R with seed  0 the 03/15/2019 15:20:31 
c version 1.1
c the links are random and identical for every objective functions
p rMNK 0 5 100 4 
p links
0  0  0  0  0  
89  89  89  89  89  
27  27  27  27  27  
37  37  37  37  37  
55  55  55  55  55  
1  1  1  1  1  
90  90  90  90  90  
20  20  20  20  20  
88  88  88  88  88  
91  91  91  91  91  
2  2  2  2  2  
66  66  66  66  66  
62  62  62  62  62  
6  6  6  6  6  
20  20  20  20  20  
3  3  3  3  3  
18  18  18  18  18  
68  68  68  68  68  
38  38  38  38  38  
74  74  74  74  74  
4  4  4  4  4  
50  50  50  50  50  
71  71  71  71  71  
97  97  97  97  97  
37  37  37  37  37  
5  5  5  5  5  
77  77  77  77  77  
92  92  92  92  92  
21  21  21  21  21  
63  63  63  63  63  
6  6  6  6  6  
13  13  13  13  13  
27  27  27  27  27  
38  38  38  38  38  
1  1  1  1  1  
7  7  7  7  7  
38  38  38  38  38  
86  86  86  86  86  
34  34  34  34  34  
47  47  47  47  47  
8  8  8  8  8  
60  60  60  60  60  
49  49  49  49  49  
19  19  19  19  19  
80  80  80  80  80  
9  9  9  9  9  
67  67  67  67  67  
78  78  78  78  78  
11  11  11  11  11  
70  70  70  70  70  
10  10  10  10  10  
41  41  41  41  41  
81  81  81  81  81  
63  63  63  63  63  
76  76  76  76  76  
11  11  11  11  11  
55  55  55  55  55  
52  52  52  52  52  
77  77  77  77  77  
2  2  2  2  2  
12  12  12  12  12  
48  48  48  48  48  
72  72  72  72  72  
68  68  68  68  68  
46  46  46  46  46  
13  13  13  13  13  
86  86  86  86  86  
43  43  43  43  43  
24  24  24  24  24  
6  6  6  6  6  
14  14  14  14  14  
9  9  9  9  9  
31  31  31  31  31  
51  51  51  51  51  
64  64  64  64  64  
15  15  15  15  15  
41  41  41  41  41  
90  90  90  90  90  
29  29  29  29  29  
45  45  45  45  45  
16  16  16  16  16  
33  33  33  33  33  
64  64  64  64  64  
26  26  26  26  26  
46  46  46  46  46  
17  17  17  17  17  
76  76  76  76  76  
8  8  8  8  8  
85  85  85  85  85  
33  33  33  33  33  
18  18  18  18  18  
84  84  84  84  84  
34  34  34  34  34  
33  33  33  33  33  
46  46  46  46  46  
19  19  19  19  19  
89  89  89  89  89  
85  85  85  85  85  
38  38  38  38  38  
75  75  75  75  75  
20  20  20  20  20  
96  96  96  96  96  
43  43  43  43  43  
70  70  70  70  70  
39  39  39  39  39  
21  21  21  21  21  
33  33  33  33  33  
75  75  75  75  75  
19  19  19  19  19  
69  69  69  69  69  
22  22  22  22  22  
12  12  12  12  12  
25  25  25  25  25  
13  13  13  13  13  
24  24  24  24  24  
23  23  23  23  23  
5  5  5  5  5  
63  63  63  63  63  
85  85  85  85  85  
75  75  75  75  75  
24  24  24  24  24  
79  79  79  79  79  
45  45  45  45  45  
40  40  40  40  40  
78  78  78  78  78  
25  25  25  25  25  
60  60  60  60  60  
65  65  65  65  65  
35  35  35  35  35  
26  26  26  26  26  
26  26  26  26  26  
99  99  99  99  99  
63  63  63  63  63  
20  20  20  20  20  
12  12  12  12  12  
27  27  27  27  27  
48  48  48  48  48  
91  91  91  91  91  
59  59  59  59  59  
94  94  94  94  94  
28  28  28  28  28  
73  73  73  73  73  
35  35  35  35  35  
42  42  42  42  42  
14  14  14  14  14  
29  29  29  29  29  
1  1  1  1  1  
71  71  71  71  71  
10  10  10  10  10  
43  43  43  43  43  
30  30  30  30  30  
64  64  64  64  64  
98  98  98  98  98  
49  49  49  49  49  
47  47  47  47  47  
31  31  31  31  31  
17  17  17  17  17  
74  74  74  74  74  
45  45  45  45  45  
50  50  50  50  50  
32  32  32  32  32  
20  20  20  20  20  
22  22  22  22  22  
58  58  58  58  58  
56  56  56  56  56  
33  33  33  33  33  
7  7  7  7  7  
3  3  3  3  3  
63  63  63  63  63  
90  90  90  90  90  
34  34  34  34  34  
60  60  60  60  60  
55  55  55  55  55  
52  52  52  52  52  
95  95  95  95  95  
35  35  35  35  35  
51  51  51  51  51  
67  67  67  67  67  
59  59  59  59  59  
22  22  22  22  22  
36  36  36  36  36  
25  25  25  25  25  
72  72  72  72  72  
44  44  44  44  44  
16  16  16  16  16  
37  37  37  37  37  
74  74  74  74  74  
10  10  10  10  10  
84  84  84  84  84  
60  60  60  60  60  
38  38  38  38  38  
56  56  56  56  56  
32  32  32  32  32  
44  44  44  44  44  
49  49  49  49  49  
39  39  39  39  39  
17  17  17  17  17  
52  52  52  52  52  
7  7  7  7  7  
26  26  26  26  26  
40  40  40  40  40  
21  21  21  21  21  
27  27  27  27  27  
87  87  87  87  87  
43  43  43  43  43  
